DL,DP,HE,HK,HL,PU,SE,SL,WEIGHT,MOTORIZED_PIECES_COUNT,TOTAL_VOLUME_CUBIC_FOOT,HAZMAT_FLAG,FREEZABLE_FLAG,NODE_VISIT_CNT,dock_availability_indicator,forklift_availability_indicator,customer_location_type,DWELL_TIME
1,0,0,0,0,0,0,0,1103,1,246.33,FALSE,FALSE,96,Y,Y,Distribution Center,30.6
0,0,0,0,0,1,0,0,1396,4,507.77,FALSE,FALSE,150,Y,Y,Business/Commercial,38.366667
1,0,0,0,0,0,0,0,1037,1,452,FALSE,FALSE,10,Y,N,Business/Commercial,35.133333
0,0,0,0,0,3,0,0,1912,6,799.17,FALSE,FALSE,106,Y,Y,Business/Commercial,68.2
1,0,0,0,0,0,0,0,1963,1,102.97,TRUE,FALSE,25,N,Y,Business/Commercial,27.7
1,0,0,0,0,0,0,0,439,1,208.48,FALSE,FALSE,25,N,Y,Business/Commercial,33.633333
0,0,0,0,0,1,0,0,2868,1,69.88,FALSE,FALSE,35,Y,Y,Business/Commercial,26.216667
1,0,0,0,0,0,0,0,506,1,340.33,FALSE,FALSE,15,N,Y,Government Sites: Other Government Sites,25.516667
2,0,0,0,0,0,0,0,1418,2,449.88,FALSE,FALSE,10,Y,N,Grocery Warehouse,27.65
0,0,0,0,0,1,0,0,2319,1,259.66,FALSE,FALSE,43,Y,Y,Business/Commercial,29.616667
5,0,0,0,0,5,0,0,49434,26,2309.35,TRUE,FALSE,332,Y,Y,Business/Commercial,175.233333
0,0,0,0,0,3,0,0,1053,4,358.66,FALSE,FALSE,134,Y,Y,Business/Commercial,63.6
4,0,0,0,0,1,0,0,18289,16,1100.06,TRUE,FALSE,172,Y,Y,Business/Commercial,50.516667
1,0,0,0,0,0,0,0,3515,1,495.28,TRUE,FALSE,65,Y,Y,Business/Commercial,43.083333
0,0,0,0,0,1,0,0,1371,1,518,FALSE,FALSE,30,Y,N,Business/Commercial,17.5
0,0,0,0,0,1,0,0,780,1,365.88,FALSE,FALSE,68,Y,Y,Business/Commercial,55.566667
1,0,0,0,0,0,0,0,1108,1,527.11,FALSE,FALSE,29,N,N,Business/Commercial,25.016667
0,0,0,0,0,1,0,0,12790,6,601,TRUE,FALSE,21,Y,Y,Business/Commercial,57.866667
1,0,0,0,0,0,0,0,6265,6,480.33,FALSE,FALSE,45,Y,Y,Business/Commercial,50.183333
0,0,0,0,0,1,0,0,1820,1,326.56,FALSE,FALSE,77,N,Y,Business/Commercial,30.033333
1,0,0,0,0,0,0,0,1066,1,158.5,FALSE,FALSE,18,Y,Y,Business/Commercial,13.566667
0,0,0,0,0,7,0,0,6661,9,713.25,FALSE,FALSE,171,Y,Y,Business/Commercial,115.866667
1,0,0,0,0,0,0,0,2527,3,628.83,FALSE,FALSE,31,N,Y,Business/Commercial,27.133333
0,0,0,0,0,1,0,0,1113,1,404.55,FALSE,FALSE,54,N,Y,Business/Commercial,25.766667
1,0,0,0,0,0,0,0,918,1,354.33,FALSE,FALSE,48,Y,Y,Grocery Warehouse,34.433333
1,0,0,0,0,0,0,0,634,1,198,FALSE,FALSE,25,Y,N,Business/Commercial,21.466667
1,0,0,0,0,0,0,0,1167,1,452.33,FALSE,FALSE,9,U,Y,U,25.433333
0,0,0,0,0,2,0,0,640,0,129.5,FALSE,FALSE,27,Y,Y,Business/Commercial,35.066667
0,0,0,0,0,2,0,0,6407,4,90.01,FALSE,FALSE,102,Y,Y,Business/Commercial,32.583333
1,0,0,0,0,0,0,0,1232,2,463,FALSE,FALSE,18,Y,N,Business/Commercial,40.366667
0,0,0,0,0,1,0,0,2797,1,240.63,FALSE,FALSE,64,Y,Y,Business/Commercial,36.3
3,0,0,0,0,0,0,0,5880,5,274.46,FALSE,FALSE,176,Y,Y,Business/Commercial,29.4
1,0,0,0,0,0,0,0,1870,1,297,FALSE,FALSE,19,Y,Y,Business/Commercial,21.45
0,0,0,0,0,1,0,0,1112,1,77.28,FALSE,FALSE,39,Y,Y,Business/Commercial,24.3
1,0,0,0,0,0,0,0,7721,4,395.53,FALSE,FALSE,8,N,Y,Business/Commercial,50.783333
1,0,0,0,0,0,0,0,489,1,371.23,FALSE,FALSE,45,Y,Y,Business/Commercial,32.4
1,0,0,0,0,0,0,0,12904,4,372.66,FALSE,TRUE,11,Y,Y,Business/Commercial,28.533333
2,0,0,0,0,0,0,0,2055,4,697.45,FALSE,FALSE,39,N,Y,Business/Commercial,33.616667
1,0,0,0,0,0,0,0,768,1,143,FALSE,FALSE,22,Y,Y,Business/Commercial,24.133333
0,0,0,0,0,1,0,0,2174,4,298.16,FALSE,FALSE,136,Y,Y,Business/Commercial,62.783333
1,0,0,0,0,0,0,0,1536,1,203.92,FALSE,FALSE,38,Y,Y,Business/Commercial,32.85
1,0,0,0,0,0,0,0,324,1,148.11,FALSE,FALSE,13,N,N,Distribution Center,28.716667
1,0,0,0,0,0,0,0,1073,1,504.33,FALSE,FALSE,21,Y,Y,Business/Commercial,19.566667
2,0,0,0,0,0,0,0,1208,2,404.82,FALSE,FALSE,12,N,N,Shopping Mall/Strip Mall,49.666667
1,0,0,0,0,0,0,0,540,1,68.2,FALSE,FALSE,38,Y,Y,Business/Commercial,24.15
1,0,0,0,0,0,0,0,865,0,360.57,FALSE,FALSE,28,N,Y,Business/Commercial,19.216667
3,0,0,0,0,0,0,0,2631,3,475.78,FALSE,FALSE,176,Y,Y,Business/Commercial,40.55
2,0,0,0,0,0,0,0,1712,4,477.91,FALSE,FALSE,120,Y,N,Business/Commercial,47.816667
1,0,0,0,0,0,0,0,1162,1,195.04,FALSE,FALSE,17,Y,Y,Business/Commercial,22.633333
1,0,0,0,0,0,0,0,3452,2,462.7,FALSE,FALSE,21,Y,Y,Business/Commercial,23.883333
0,0,0,0,0,1,0,0,1854,1,573.79,FALSE,FALSE,47,Y,Y,Business/Commercial,36.066667
1,0,0,0,0,0,0,0,772,1,145.6,FALSE,FALSE,26,Y,Y,Business/Commercial,33.916667
0,0,0,0,0,1,0,0,1931,1,494.37,FALSE,FALSE,10,Y,Y,Business/Commercial,23.6
0,0,0,0,0,1,0,0,1658,0,221.44,FALSE,FALSE,81,Y,Y,Business/Commercial,34.466667
0,0,0,0,0,1,0,0,551,1,310.45,FALSE,FALSE,92,Y,Y,Business/Commercial,24.283333
0,0,0,0,0,1,0,0,1304,1,527.11,FALSE,FALSE,6,U,U,U,36.766667
0,0,0,0,0,1,0,0,3682,2,160.57,FALSE,FALSE,92,Y,Y,Business/Commercial,27.45
2,0,0,0,0,0,0,0,485,2,243.14,FALSE,FALSE,25,N,Y,Business/Commercial,14.583333
1,0,0,0,0,0,0,0,10716,10,487.16,FALSE,FALSE,17,Y,Y,Business/Commercial,53.483333
1,0,0,0,0,0,0,0,1069,1,100.33,FALSE,FALSE,49,N,Y,Business/Commercial,29.15
1,0,0,0,0,0,0,0,858,1,491.22,FALSE,FALSE,10,Y,Y,Shopping Mall/Strip Mall,20.316667
1,0,0,0,0,0,0,0,956,1,213.86,FALSE,FALSE,115,Y,Y,Business/Commercial,24.116667
1,0,0,0,0,0,0,0,1812,3,357.03,FALSE,FALSE,29,Y,Y,Business/Commercial,41.066667
0,0,0,0,0,3,0,0,23505,9,574.52,FALSE,FALSE,83,Y,Y,Business/Commercial,140.666667
1,0,0,0,0,0,0,0,861,1,314.73,FALSE,FALSE,25,Y,N,Business/Commercial,20.316667
0,0,0,0,0,1,0,0,2592,0,527.11,FALSE,FALSE,21,Y,Y,Business/Commercial,29.6
1,0,0,0,0,0,0,0,703,1,350.21,FALSE,FALSE,59,Y,Y,Business/Commercial,26.166667
1,0,0,0,0,2,0,0,1262,3,56.9,FALSE,FALSE,104,N,Y,Business/Commercial,46.916667
3,0,0,0,0,0,0,0,8782,7,654.98,FALSE,FALSE,16,Y,Y,Business/Commercial,27.083333
1,0,0,0,0,0,0,0,461,1,510.41,FALSE,FALSE,98,Y,Y,Business/Commercial,34.5
1,0,0,0,0,0,0,0,692,1,192.08,FALSE,FALSE,41,Y,Y,Business/Commercial,31.5
1,0,0,0,0,0,0,0,1642,1,225.67,FALSE,FALSE,13,N,Y,Business/Commercial,18.083333
1,0,0,0,0,0,0,0,1615,1,74.85,FALSE,FALSE,17,Y,Y,Business/Commercial,18.966667
0,0,0,0,0,1,0,0,884,2,375.55,FALSE,FALSE,35,Y,Y,Business/Commercial,50.5
0,0,0,0,0,1,0,0,779,1,451.33,FALSE,FALSE,16,Y,N,Business/Commercial,30.666667
2,0,0,0,0,0,0,0,1518,2,298.21,FALSE,FALSE,177,Y,Y,Business/Commercial,27.966667
1,0,0,0,0,0,0,0,564,1,497.3,FALSE,FALSE,11,N,N,Business/Commercial,29.6
1,0,0,0,0,0,0,0,837,1,157.25,FALSE,FALSE,27,N,Y,Business/Commercial,10.066667
1,0,0,0,0,0,0,0,477,1,124.66,FALSE,FALSE,31,Y,Y,Government Sites: Military,30.1
1,0,0,0,0,0,0,0,1348,1,444.58,FALSE,FALSE,7,Y,Y,Business/Commercial,27.8
2,0,0,0,0,0,0,0,1410,3,303.99,FALSE,FALSE,13,N,Y,Residential: Farm,26.666667
0,0,0,0,0,1,0,0,1086,3,491.53,FALSE,FALSE,50,Y,Y,Business/Commercial,75.433333
1,0,0,0,0,0,0,0,558,1,228.01,FALSE,FALSE,17,Y,N,Shopping Mall/Strip Mall,31.016667
0,0,0,0,0,3,0,0,3490,6,384.84,FALSE,FALSE,66,Y,Y,Business/Commercial,29.016667
1,0,0,0,0,0,0,0,435,1,477.45,FALSE,FALSE,12,Y,Y,Business/Commercial,29.133333
1,0,0,0,0,0,0,0,1963,3,611.77,FALSE,FALSE,13,Y,Y,Business/Commercial,27.833333
0,0,0,0,0,1,0,0,1126,1,263,FALSE,FALSE,114,Y,Y,Distribution Center,75.5
1,0,0,0,0,0,0,0,694,1,418.9,FALSE,FALSE,25,N,Y,Business/Commercial,34.1
1,0,0,0,0,0,0,0,684,1,172.41,FALSE,FALSE,42,Y,Y,Business/Commercial,36.383333
0,0,0,0,0,1,0,0,1669,1,483.06,FALSE,FALSE,56,Y,Y,Business/Commercial,23.666667
1,0,0,0,0,0,0,0,7903,5,315.77,TRUE,FALSE,14,N,N,Business/Commercial,52.383333
1,0,0,0,0,0,0,0,366,1,108.22,FALSE,FALSE,12,N,Y,Business/Commercial,24.766667
0,0,0,0,0,1,0,0,2329,4,666.66,FALSE,FALSE,119,Y,Y,Business/Commercial,46.65
13,0,0,0,0,0,0,0,9891,19,635,FALSE,FALSE,389,Y,Y,Business/Commercial,96
0,0,0,0,0,1,0,0,582,1,334.68,FALSE,FALSE,101,Y,Y,Business/Commercial,61.2
0,0,0,0,0,2,0,0,3189,3,363.8,FALSE,FALSE,85,Y,Y,Business/Commercial,27.083333
1,0,0,0,0,0,0,0,724,2,349.02,FALSE,FALSE,36,N,Y,Business/Commercial,33
7,0,0,0,0,0,0,0,11978,26,1738.78,FALSE,FALSE,124,Y,Y,Business/Commercial,93.316667
1,0,0,0,0,0,0,0,1026,1,297.66,FALSE,FALSE,7,Y,N,Business/Commercial,27.45
0,0,0,0,0,1,0,0,1869,1,323,FALSE,FALSE,14,N,Y,Business/Commercial,32.833333
0,0,0,0,0,3,0,0,5162,5,676.72,FALSE,FALSE,124,Y,Y,Business/Commercial,28.183333
2,0,0,0,0,0,0,0,15996,11,566.01,FALSE,FALSE,257,Y,Y,Business/Commercial,44.333333
0,0,0,0,0,1,0,0,679,1,86.91,FALSE,FALSE,149,Y,Y,Business/Commercial,112.55
1,0,0,0,0,0,0,0,7162,3,159.66,FALSE,FALSE,26,Y,Y,Business/Commercial,31.35
2,0,0,0,0,0,0,0,1239,2,581.55,FALSE,FALSE,21,N,Y,Business/Commercial,23.366667
0,0,0,0,0,1,0,0,884,2,480.65,FALSE,FALSE,57,Y,Y,Business/Commercial,14.816667
1,0,0,0,0,0,0,0,822,2,321.66,FALSE,FALSE,81,N,Y,Business/Commercial,20.35
1,0,0,0,0,0,0,0,4090,2,278.33,TRUE,FALSE,15,N,Y,Business/Commercial,20.1
2,0,0,0,0,0,0,0,7469,22,1679.54,FALSE,FALSE,80,Y,Y,Business/Commercial,56.466667
0,0,0,0,0,1,0,0,1007,1,90.37,FALSE,TRUE,20,Y,N,Business/Commercial,40.6
0,0,0,0,0,1,0,0,1968,1,450.66,FALSE,FALSE,27,Y,Y,Distribution Center,28
1,0,0,0,0,0,0,0,1640,1,132,FALSE,FALSE,10,U,Y,U,19.05
1,0,0,0,0,0,0,0,1207,1,328.19,FALSE,FALSE,14,Y,N,Business/Commercial,29.833333
1,0,0,0,0,0,0,0,651,1,449.23,TRUE,FALSE,29,N,N,Business/Commercial,23.733333
1,0,0,0,0,1,0,0,1676,3,447.22,TRUE,FALSE,30,Y,Y,Business/Commercial,48.7
0,0,0,0,0,2,0,0,1854,5,408.03,FALSE,FALSE,337,Y,Y,Distribution Center,31.516667
1,0,0,0,0,0,0,0,986,2,170.88,FALSE,FALSE,43,Y,Y,Distribution Center,28.366667
0,0,0,0,0,1,0,0,1983,1,371.54,FALSE,FALSE,32,Y,Y,Business/Commercial,35.8
1,0,0,0,0,0,0,0,1151,2,336.46,FALSE,FALSE,23,N,N,Business/Commercial,31.716667
0,0,0,0,0,1,0,0,1103,1,459.33,FALSE,FALSE,22,Y,Y,Business/Commercial,22.666667
0,0,0,0,0,1,0,0,1935,2,400.13,FALSE,TRUE,48,Y,Y,Business/Commercial,37.933333
1,0,0,0,0,0,0,0,2171,6,344.9,FALSE,FALSE,42,Y,Y,Distribution Center,47.883333
1,0,0,0,0,0,0,0,3240,2,580,FALSE,FALSE,12,Y,Y,Business/Commercial,17.266667
1,0,0,0,0,0,0,0,856,1,243.44,FALSE,FALSE,10,Y,Y,Business/Commercial,20.266667
2,0,0,0,0,0,0,0,10564,5,621.28,TRUE,FALSE,142,Y,Y,Business/Commercial,43.55
1,0,0,0,0,0,0,0,1085,2,260.51,FALSE,FALSE,57,Y,Y,Business/Commercial,29.983333
0,0,0,0,0,1,0,0,1020,1,129.37,FALSE,FALSE,101,N,Y,Business/Commercial,39.7
1,0,0,0,0,0,0,0,573,1,289.74,FALSE,FALSE,14,N,N,Government Sites: Other Government Sites,32.433333
0,0,0,0,0,3,0,0,1230,4,578.94,FALSE,FALSE,73,Y,N,Business/Commercial,31.366667
0,0,0,0,0,1,0,0,1080,1,434.17,FALSE,FALSE,48,Y,Y,Business/Commercial,22.083333
1,0,0,0,0,0,0,0,838,1,280.5,FALSE,FALSE,6,U,N,U,20.85
0,0,0,0,0,1,0,0,746,1,546.2,FALSE,FALSE,19,N,Y,Business/Commercial,41.8
0,0,0,0,0,1,0,0,494,1,405.86,FALSE,FALSE,132,N,Y,Business/Commercial,30.033333
0,0,0,0,0,5,0,0,5214,6,493.65,FALSE,FALSE,170,Y,Y,Business/Commercial,36.65
1,0,0,0,0,0,0,0,2920,1,343.71,FALSE,FALSE,44,Y,Y,Business/Commercial,26.233333
1,0,0,0,0,0,0,0,741,1,517.04,FALSE,FALSE,10,N,N,Business/Commercial,23.016667
1,0,0,0,0,0,0,0,1467,3,530.94,FALSE,FALSE,64,N,Y,Business/Commercial,30.65
1,0,0,0,0,0,0,0,881,1,421,FALSE,FALSE,31,Y,Y,Business/Commercial,35.766667
1,0,0,0,0,0,0,0,2702,1,76.99,FALSE,FALSE,16,Y,Y,Business/Commercial,17.333333
0,0,0,0,0,5,0,0,9823,8,438.96,FALSE,FALSE,139,Y,Y,Business/Commercial,36
4,0,0,0,0,0,0,0,10419,19,1293.13,FALSE,FALSE,432,Y,Y,Business/Commercial,32.866667
0,0,0,0,0,1,0,0,1136,1,566.88,FALSE,FALSE,47,N,Y,Business/Commercial,27.966667
1,0,0,0,0,0,0,0,850,1,285.97,FALSE,FALSE,52,Y,Y,Business/Commercial,29.55
1,0,0,0,0,0,0,0,861,0,358.37,FALSE,FALSE,23,N,Y,Business/Commercial,28.15
0,0,0,0,0,2,0,0,4661,2,501.66,FALSE,FALSE,55,Y,Y,Business/Commercial,43.95
1,0,0,0,0,0,0,0,387,1,173.58,FALSE,FALSE,38,N,Y,Business/Commercial,18.7
1,0,0,0,0,0,0,0,822,1,369,FALSE,FALSE,16,Y,Y,Business/Commercial,18.983333
1,0,0,0,0,0,0,0,1429,1,533.41,FALSE,FALSE,56,Y,Y,Business/Commercial,50.083333
2,0,0,0,0,3,0,0,4117,6,646.43,FALSE,FALSE,190,Y,Y,Business/Commercial,43.883333
1,0,0,0,0,0,0,0,1926,1,168.47,FALSE,FALSE,21,Y,Y,Business/Commercial,41.3
1,0,0,0,0,0,0,0,4240,2,580.5,FALSE,FALSE,17,N,Y,Business/Commercial,24.05
1,0,0,0,0,0,0,0,564,2,234.33,FALSE,FALSE,14,Y,Y,Business/Commercial,26.733333
1,0,0,0,0,0,0,0,637,1,347.41,FALSE,FALSE,25,N,Y,Business/Commercial,19.783333
1,0,0,0,0,0,0,0,3536,2,524.07,FALSE,FALSE,221,Y,Y,Business/Commercial,36.883333
1,0,0,0,0,0,0,0,1286,1,149.88,FALSE,FALSE,45,Y,Y,Business/Commercial,28.316667
5,0,0,0,0,0,0,0,14207,20,1492.08,FALSE,FALSE,135,Y,Y,Distribution Center,45.4
1,0,0,0,0,0,0,0,2904,1,305.21,FALSE,FALSE,52,Y,N,Business/Commercial,177.6
0,0,0,0,0,1,0,0,1500,1,239.66,FALSE,FALSE,19,N,Y,Business/Commercial,57.533333
1,0,0,0,0,0,0,0,763,1,223,FALSE,FALSE,17,N,Y,Business/Commercial,21.366667
1,0,0,0,0,0,0,0,1127,1,504.52,FALSE,FALSE,31,Y,Y,Distribution Center,27.5
0,0,0,0,0,2,0,0,2076,4,372.16,FALSE,FALSE,79,Y,Y,Business/Commercial,42.2
1,0,0,0,0,0,0,0,1535,2,220.11,FALSE,FALSE,12,Y,Y,Distribution Center,28.683333
1,0,0,0,0,0,0,0,8181,5,496.76,FALSE,FALSE,31,Y,Y,Business/Commercial,38.016667
1,0,0,0,0,0,0,0,4127,10,936,FALSE,FALSE,596,Y,Y,Distribution Center,53
1,0,0,0,0,0,0,0,241,1,268.88,FALSE,FALSE,15,Y,N,Business/Commercial,27.033333
1,0,0,0,0,0,0,0,710,1,210.18,FALSE,FALSE,65,Y,Y,Distribution Center,28.783333
1,0,0,0,0,0,0,0,1458,1,557.87,FALSE,FALSE,14,Y,Y,Distribution Center,83.016667
1,0,0,0,0,0,0,0,1092,1,62.23,FALSE,FALSE,22,N,Y,Construction/Utility Sites: Construction Site,23.216667
1,0,0,0,0,0,0,0,969,2,484.5,FALSE,FALSE,10,N,Y,Business/Commercial,65.15
4,0,0,0,0,1,0,0,1472,4,258.91,FALSE,FALSE,209,Y,Y,Business/Commercial,36.083333
1,0,0,0,0,0,0,0,1104,1,217.44,FALSE,FALSE,17,Y,N,Business/Commercial,30.183333
0,0,0,0,0,1,0,0,1850,1,254.94,FALSE,TRUE,9,Y,Y,Business/Commercial,24.833333
1,0,0,0,0,0,0,0,1305,1,631.15,FALSE,FALSE,15,U,Y,U,22.45
1,0,0,0,0,0,0,0,931,2,192.65,FALSE,FALSE,40,Y,Y,Business/Commercial,22.433333
1,0,0,0,0,0,0,0,3248,1,241.93,FALSE,FALSE,15,N,Y,Business/Commercial,32.666667
1,0,0,0,0,0,0,0,979,1,509.01,FALSE,FALSE,23,Y,Y,Business/Commercial,32.383333
1,0,0,0,0,0,0,0,502,0,322.2,FALSE,FALSE,134,Y,Y,Business/Commercial,36.566667
1,0,0,0,0,0,0,0,2435,4,670.33,FALSE,FALSE,41,Y,Y,Business/Commercial,29.733333
1,0,0,0,0,0,0,0,907,2,620.94,FALSE,FALSE,14,N,N,Business/Commercial,51.7
1,0,0,0,0,0,0,0,1494,1,144.33,FALSE,FALSE,135,Y,Y,Business/Commercial,51.816667
1,0,0,0,0,0,0,0,1633,1,147.48,FALSE,FALSE,30,N,Y,Business/Commercial,33.7
1,0,0,0,0,0,0,0,935,2,480.66,FALSE,FALSE,73,N,N,Shopping Mall/Strip Mall,90.283333
1,0,0,0,0,0,0,0,307,2,468.66,FALSE,FALSE,37,Y,N,Business/Commercial,35.2
0,0,0,0,0,2,0,0,1104,2,190.17,TRUE,FALSE,17,Y,Y,Business/Commercial,28.366667
1,0,0,0,0,0,0,0,778,0,447.62,FALSE,FALSE,84,Y,Y,Distribution Center,24.416667
1,0,0,0,0,0,0,0,6639,3,662.45,FALSE,FALSE,50,Y,Y,Business/Commercial,47.933333
1,0,0,0,0,0,0,0,1177,2,317.26,FALSE,FALSE,32,Y,N,Grocery Warehouse,35.85
1,0,0,0,0,0,0,0,2471,1,460.88,FALSE,FALSE,88,Y,N,Business/Commercial,68.883333
1,0,0,0,0,0,0,0,4408,15,851.66,FALSE,FALSE,16,Y,Y,Business/Commercial,46.85
1,0,0,0,0,0,0,0,376,1,393.44,FALSE,FALSE,10,N,Y,Business/Commercial,28.05
0,0,0,0,0,3,0,0,17803,21,1043.42,FALSE,FALSE,232,Y,Y,Business/Commercial,43.6
1,0,0,0,0,0,0,0,156,1,501.25,TRUE,FALSE,36,Y,Y,Business/Commercial,50.083333
0,0,0,0,0,1,0,0,826,3,421.96,FALSE,FALSE,35,Y,Y,Business/Commercial,43.2
1,0,0,0,0,0,0,0,8187,7,582.33,FALSE,FALSE,23,Y,Y,Business/Commercial,45.45
2,0,0,0,0,0,0,0,2049,3,252.66,FALSE,FALSE,17,N,N,Business/Commercial,21.9
1,0,0,0,0,0,0,0,534,1,302.7,FALSE,FALSE,38,N,Y,Business/Commercial,28.35
2,0,0,0,0,0,0,0,9146,5,440.75,FALSE,FALSE,87,N,Y,Business/Commercial,21.85
1,0,0,0,0,0,0,0,639,1,432.12,FALSE,FALSE,34,N,Y,Business/Commercial,25
1,0,0,0,0,0,0,0,247,1,163.84,FALSE,FALSE,29,Y,Y,Government Sites: Prison/Correction Facility,37.383333
0,0,0,0,0,3,0,0,4520,7,563.79,FALSE,FALSE,185,Y,Y,Business/Commercial,85.45
0,0,0,0,0,1,0,0,1160,1,544.16,FALSE,FALSE,30,Y,Y,Business/Commercial,29.966667
1,0,0,0,0,0,0,0,1031,1,346.17,FALSE,FALSE,9,Y,N,Government Sites: Post Office,31.416667
1,0,0,0,0,0,0,0,498,2,379.33,FALSE,FALSE,85,Y,Y,Business/Commercial,32.016667
1,0,0,0,0,0,0,0,1735,2,241,FALSE,FALSE,79,Y,Y,Distribution Center,22.583333
0,0,0,0,0,4,0,0,2572,4,682.17,FALSE,FALSE,312,Y,Y,Distribution Center,54.283333
0,0,0,0,0,1,0,0,1977,1,125.33,FALSE,FALSE,37,Y,Y,Business/Commercial,35.566667
0,0,0,0,0,1,0,0,4061,1,172.44,FALSE,FALSE,111,N,Y,Business/Commercial,29.966667
1,0,0,0,0,0,0,0,679,0,367.91,FALSE,FALSE,26,Y,Y,Business/Commercial,24.2
1,0,0,0,0,0,0,0,4344,3,685.95,FALSE,FALSE,9,Y,N,Government Sites: Other Government Sites,67.983333
1,0,0,0,0,0,0,0,1352,1,117.11,FALSE,FALSE,184,Y,Y,Distribution Center,31.233333
1,0,0,0,0,0,0,0,3164,2,507.62,FALSE,FALSE,16,N,Y,Business/Commercial,21.116667
1,0,0,0,0,0,0,0,560,0,338.61,FALSE,FALSE,20,Y,Y,Business/Commercial,26.8
3,0,0,0,0,0,0,0,9754,6,647.34,FALSE,FALSE,54,Y,Y,Business/Commercial,48.75
0,0,0,0,0,1,0,0,793,1,230.66,FALSE,FALSE,30,Y,Y,Business/Commercial,38.25
0,0,0,0,0,1,0,0,828,1,416.08,FALSE,FALSE,82,N,Y,Business/Commercial,22.433333
0,0,0,0,0,1,0,0,1121,3,326.12,FALSE,FALSE,99,N,Y,Business/Commercial,33.15
2,0,0,0,0,0,0,0,1422,3,462.33,FALSE,FALSE,73,Y,Y,Business/Commercial,17.1
0,0,0,0,0,2,0,0,1507,2,558.2,FALSE,FALSE,88,Y,Y,Business/Commercial,22.4
0,0,0,0,0,3,0,0,807,3,241.74,FALSE,FALSE,90,Y,Y,Business/Commercial,28.45
0,0,0,0,0,1,0,0,619,1,287.52,FALSE,FALSE,49,Y,Y,Business/Commercial,37.516667
1,0,0,0,0,0,0,0,604,1,363.11,FALSE,FALSE,98,Y,Y,Business/Commercial,21.133333
1,0,0,0,0,0,0,0,499,1,476.62,FALSE,FALSE,79,Y,Y,Business/Commercial,14.516667
1,0,0,0,0,0,0,0,1232,1,401.27,FALSE,FALSE,55,Y,Y,Business/Commercial,24.833333
1,0,0,0,0,0,0,0,1248,1,110.33,FALSE,FALSE,14,Y,Y,Business/Commercial,30
1,0,0,0,0,0,0,0,579,1,342.22,FALSE,FALSE,49,Y,Y,Business/Commercial,32.183333
0,0,0,0,0,6,0,0,1494,8,289.15,FALSE,FALSE,169,Y,N,Distribution Center,77.966667
1,0,0,0,0,0,0,0,728,1,440.37,FALSE,FALSE,20,Y,Y,Business/Commercial,36.1
1,0,0,0,0,0,0,0,271,1,467.83,FALSE,FALSE,39,N,Y,Business/Commercial,30.683333
0,0,0,0,0,2,0,0,1530,2,182.42,FALSE,FALSE,50,Y,Y,Business/Commercial,44.8
1,0,0,0,0,0,0,0,574,1,306.55,FALSE,FALSE,185,Y,Y,Business/Commercial,25.916667
3,0,0,0,0,0,0,0,1569,5,138.14,FALSE,FALSE,104,N,Y,Business/Commercial,26.5
0,0,0,0,0,2,0,0,5791,2,256.8,FALSE,FALSE,65,Y,Y,Business/Commercial,22.35
3,0,0,0,0,0,0,0,6117,6,508.36,FALSE,FALSE,108,Y,Y,Business/Commercial,59.5
1,0,0,0,0,0,0,0,2681,1,430.82,FALSE,FALSE,26,N,Y,Residential: Farm,17.016667
1,0,0,0,0,0,0,0,999,1,475.46,FALSE,FALSE,35,Y,Y,Business/Commercial,41.85
0,0,0,0,0,1,0,0,796,1,388.29,FALSE,FALSE,39,Y,Y,Business/Commercial,33.766667
1,0,0,0,0,0,0,0,1114,2,382.69,FALSE,FALSE,29,Y,Y,Business/Commercial,21.716667
1,0,0,0,0,0,0,0,2412,2,358.84,FALSE,FALSE,214,Y,Y,Distribution Center,23.183333
1,0,0,0,0,0,0,0,1130,1,497,FALSE,FALSE,12,Y,Y,Business/Commercial,32.716667
1,0,0,0,0,0,0,0,1432,1,172.69,FALSE,FALSE,27,Y,Y,Business/Commercial,34.733333
1,0,0,0,0,0,0,0,466,1,500.62,FALSE,FALSE,106,Y,Y,Business/Commercial,36.35
0,0,0,0,0,1,0,0,411,0,358.52,FALSE,FALSE,18,Y,Y,Business/Commercial,42.633333
1,0,0,0,0,0,0,0,15396,13,830.78,FALSE,FALSE,88,Y,Y,Distribution Center,53.3
1,0,0,0,0,0,0,0,3687,1,525,FALSE,FALSE,17,N,Y,Distribution Center,53.116667
0,0,0,0,0,1,0,0,1584,1,257.21,FALSE,FALSE,83,Y,Y,Business/Commercial,19.416667
0,0,0,0,0,1,0,0,588,1,369.33,FALSE,FALSE,138,Y,Y,Business/Commercial,18.833333
2,0,0,0,0,0,0,0,810,2,446.02,FALSE,FALSE,134,N,Y,Business/Commercial,38.316667
1,0,0,0,0,0,0,0,1340,1,183.26,FALSE,FALSE,37,Y,Y,Business/Commercial,15.416667
1,0,0,0,0,0,0,0,319,1,428.44,FALSE,FALSE,24,Y,Y,Distribution Center,33.05
1,0,0,0,0,0,0,0,1036,2,168.01,FALSE,FALSE,20,N,Y,Business/Commercial,30.2
1,0,0,0,0,0,0,0,400,1,259.62,FALSE,FALSE,55,Y,Y,Business/Commercial,19.333333
1,0,0,0,0,0,0,0,1598,2,219.7,FALSE,FALSE,16,N,Y,Business/Commercial,29.983333
