DL,DP,HE,HK,HL,PU,SE,SL,WEIGHT,MOTORIZED_PIECES_COUNT,TOTAL_VOLUME_CUBIC_FOOT,HAZMAT_FLAG,FREEZABLE_FLAG,NODE_VISIT_CNT,dock_availability_indicator,forklift_availability_indicator,customer_location_type,DWELL_TIME
0,0,0,0,0,1,0,0,765,1,431.85,FALSE,FALSE,84,Y,Y,Business/Commercial,39.766667
1,0,0,0,0,0,0,0,620,2,569.44,FALSE,FALSE,11,N,Y,Business/Commercial,32.533333
1,0,0,0,0,0,0,0,537,1,164.34,FALSE,FALSE,16,Y,Y,Business/Commercial,40.05
1,0,0,0,0,0,0,0,814,1,472.33,FALSE,FALSE,13,Y,Y,Business/Commercial,30.35
1,0,0,0,0,0,0,0,2383,2,517.33,FALSE,FALSE,37,N,N,Shopping Mall/Strip Mall,101.166667
1,0,0,0,0,0,0,0,984,1,421.77,FALSE,FALSE,18,Y,Y,Business/Commercial,13.083333
1,0,0,0,0,0,0,0,4460,4,1107.52,FALSE,FALSE,27,Y,Y,Business/Commercial,40.316667
0,0,0,0,0,5,0,0,3434,5,549.1,FALSE,FALSE,124,Y,Y,Business/Commercial,79.083333
0,0,0,0,0,2,0,0,1596,3,409.46,FALSE,FALSE,72,Y,Y,Business/Commercial,17
2,0,0,0,0,0,0,0,5928,9,987.49,FALSE,FALSE,210,Y,Y,Distribution Center,56.6
1,0,0,0,0,0,0,0,1692,0,410.32,FALSE,FALSE,11,N,N,Business/Commercial,30.15
3,0,0,0,0,0,0,0,5836,8,706,FALSE,FALSE,1093,Y,Y,Business/Commercial,41.6
0,0,0,0,0,2,0,0,982,3,332.55,FALSE,FALSE,91,Y,Y,Business/Commercial,44.65
1,0,0,0,0,0,0,0,845,2,566.87,FALSE,FALSE,25,Y,Y,Business/Commercial,22.3
1,0,0,0,0,0,0,0,4456,4,702.86,FALSE,FALSE,69,N,Y,Business/Commercial,27.083333
0,0,0,0,0,2,0,0,5905,4,721.53,FALSE,FALSE,86,Y,Y,Business/Commercial,24.45
3,0,0,0,0,0,0,0,3572,5,633.55,FALSE,FALSE,244,Y,Y,Business/Commercial,48.066667
0,0,0,0,0,3,0,0,3486,4,414.67,FALSE,FALSE,224,Y,Y,Business/Commercial,50.983333
2,0,0,0,0,0,0,0,4484,3,334.77,FALSE,FALSE,60,Y,Y,Business/Commercial,21.316667
4,0,0,0,0,0,0,0,8461,24,1729.51,FALSE,FALSE,62,Y,Y,Business/Commercial,71.083333
1,0,0,0,0,0,0,0,1676,2,205.11,FALSE,FALSE,24,Y,N,Business/Commercial,28.283333
1,0,0,0,0,0,0,0,1503,1,260.72,TRUE,FALSE,77,Y,Y,Business/Commercial,31
2,0,0,0,0,0,0,0,960,2,254.49,FALSE,FALSE,176,Y,Y,Business/Commercial,19.383333
1,0,0,0,0,0,0,0,268,1,470.26,FALSE,FALSE,32,Y,Y,Business/Commercial,22.15
2,0,0,0,0,0,0,0,4132,2,555.28,FALSE,FALSE,148,Y,Y,Business/Commercial,47.983333
1,0,0,0,0,0,0,0,6279,1,524.33,FALSE,FALSE,30,Y,Y,Business/Commercial,23.466667
1,0,0,0,0,0,0,0,1107,1,224.37,FALSE,FALSE,59,Y,Y,Business/Commercial,33.1
0,0,0,0,0,2,0,0,1110,2,401.16,FALSE,FALSE,112,Y,Y,Business/Commercial,41.016667
1,0,0,0,0,0,0,0,341,1,518.21,FALSE,FALSE,30,Y,Y,Business/Commercial,28.65
0,0,0,0,0,4,0,0,6976,9,395.42,FALSE,FALSE,121,Y,Y,Business/Commercial,44.633333
1,0,0,0,0,0,0,0,1798,0,298.88,FALSE,FALSE,31,Y,Y,Business/Commercial,41.05
1,0,0,0,0,0,0,0,527,1,168,FALSE,FALSE,10,Y,Y,Business/Commercial,19.983333
0,0,0,0,0,4,0,0,2986,5,252.05,FALSE,FALSE,149,Y,Y,Business/Commercial,42.416667
0,0,0,0,0,1,0,0,7977,3,167.65,TRUE,FALSE,28,Y,Y,Business/Commercial,44.683333
0,0,0,0,0,1,0,0,5221,3,248.06,FALSE,FALSE,29,Y,Y,Business/Commercial,33.6
1,0,0,0,0,0,0,0,44,0,240,FALSE,FALSE,263,Y,Y,Distribution Center,71.583333
1,0,0,0,0,0,0,0,758,1,405.66,FALSE,FALSE,35,Y,Y,Business/Commercial,29.35
1,0,0,0,0,0,0,0,1579,1,136.27,TRUE,FALSE,11,Y,Y,Business/Commercial,14.983333
1,0,0,0,0,0,0,0,1263,2,235.25,FALSE,FALSE,26,Y,N,Business/Commercial,33.933333
0,0,0,0,0,2,0,0,8287,4,501.04,FALSE,FALSE,67,Y,Y,Business/Commercial,39
1,0,0,0,0,0,0,0,575,1,438.88,FALSE,FALSE,32,Y,Y,Business/Commercial,32.05
4,0,0,0,0,0,0,0,2582,1,758.14,FALSE,FALSE,38,Y,Y,Government Sites: Other Government Sites,47.466667
2,0,0,0,0,0,0,0,3268,2,581.16,FALSE,FALSE,44,N,Y,Business/Commercial,35.15
1,0,0,0,0,0,0,0,1080,1,186.11,FALSE,TRUE,43,Y,Y,Business/Commercial,30.833333
1,0,0,0,0,0,0,0,9386,5,125.07,FALSE,FALSE,27,N,Y,Business/Commercial,28.516667
1,0,0,0,0,0,0,0,972,0,419,FALSE,FALSE,18,N,Y,Business/Commercial,25.783333
0,0,0,0,0,5,0,0,1546,5,300.03,FALSE,FALSE,248,Y,Y,Business/Commercial,23.333333
1,0,0,0,0,0,0,0,918,1,210.6,FALSE,FALSE,33,N,N,Residential: Public Storage Facility,38.016667
1,0,0,0,0,0,0,0,1446,1,478.18,TRUE,FALSE,18,Y,Y,Business/Commercial,36.316667
2,0,0,0,0,0,0,0,9432,21,1082.77,FALSE,FALSE,107,Y,Y,Business/Commercial,60.85
1,0,0,0,0,0,0,0,6753,3,297.66,FALSE,FALSE,30,N,Y,Business/Commercial,28.316667
0,0,0,0,0,2,0,0,1188,2,341.8,FALSE,FALSE,167,Y,Y,Business/Commercial,53.466667
1,0,0,0,0,0,0,0,931,1,97.94,FALSE,FALSE,18,Y,Y,Business/Commercial,27.966667
1,0,0,0,0,0,0,0,1196,1,452.74,FALSE,FALSE,8,N,Y,Business/Commercial,17.5
1,0,0,0,0,0,0,0,374,2,343,FALSE,FALSE,19,N,Y,Business/Commercial,29.216667
0,0,0,0,0,1,0,0,814,1,155.67,FALSE,FALSE,76,Y,Y,Business/Commercial,24.716667
0,0,0,0,0,7,0,0,1452,7,570.92,FALSE,FALSE,108,Y,Y,Business/Commercial,35.616667
2,0,0,0,0,0,0,0,7964,4,632.33,FALSE,FALSE,83,Y,Y,Distribution Center,54.9
0,0,0,0,0,1,0,0,992,1,256.88,FALSE,FALSE,141,Y,Y,Business/Commercial,19.116667
0,0,0,0,0,2,0,0,457,1,360.32,FALSE,FALSE,106,Y,Y,Business/Commercial,35.083333
1,0,0,0,0,0,0,0,817,1,148.45,FALSE,FALSE,16,N,Y,Business/Commercial,30.666667
0,0,0,0,0,3,0,0,6889,4,256.35,TRUE,FALSE,41,Y,Y,Business/Commercial,33.1
2,0,0,0,0,0,0,0,1685,2,551.3,FALSE,FALSE,198,Y,Y,Business/Commercial,35.516667
1,0,0,0,0,0,0,0,258,1,196.35,FALSE,FALSE,22,Y,Y,Business/Commercial,26.7
0,0,0,0,0,3,0,0,4392,4,484.21,FALSE,FALSE,101,N,Y,Business/Commercial,31.116667
0,0,0,0,0,1,0,0,988,1,171.74,FALSE,FALSE,57,Y,Y,Business/Commercial,35.7
1,0,0,0,0,0,0,0,4739,5,745.04,FALSE,FALSE,17,N,Y,Business/Commercial,37.8
0,0,0,0,0,1,0,0,1106,1,335.66,FALSE,FALSE,38,Y,Y,Business/Commercial,58.25
0,0,0,0,0,2,0,0,6451,3,302.11,FALSE,FALSE,72,Y,Y,Business/Commercial,46.833333
0,0,0,0,0,1,0,0,1179,1,403.22,FALSE,FALSE,53,Y,Y,Distribution Center,31.15
0,0,0,0,0,1,0,0,1309,1,326.87,FALSE,FALSE,143,Y,Y,Distribution Center,24.75
1,0,0,0,0,0,0,0,1031,0,362.51,FALSE,FALSE,18,N,Y,Business/Commercial,34.683333
1,0,0,0,0,0,0,0,1106,1,485.55,FALSE,FALSE,20,Y,Y,Shopping Mall/Strip Mall,29.166667
1,0,0,0,0,0,0,0,748,1,560.16,FALSE,FALSE,20,Y,Y,Business/Commercial,32.283333
2,0,0,0,0,0,0,0,1955,3,624.18,FALSE,FALSE,49,N,Y,Business/Commercial,32.583333
2,0,0,0,0,0,0,0,1556,4,410.84,FALSE,FALSE,13,Y,Y,Distribution Center,47
1,0,0,0,0,0,0,0,3102,1,232.12,FALSE,FALSE,24,N,Y,Residential: Business Operating Within a Private Residence,26.5
1,0,0,0,0,1,0,0,1213,2,203.12,FALSE,FALSE,86,Y,Y,Business/Commercial,27.716667
0,0,0,0,0,1,0,0,777,1,451.31,FALSE,FALSE,23,Y,Y,Business/Commercial,37.966667
0,0,0,0,0,4,0,0,5610,7,773.17,FALSE,FALSE,123,Y,Y,Business/Commercial,42.633333
1,0,0,0,0,0,0,0,163,1,118,FALSE,FALSE,21,N,N,Business/Commercial,28.3
1,0,0,0,0,0,0,0,1033,2,422.76,FALSE,FALSE,18,Y,Y,Business/Commercial,26.783333
10,0,0,0,0,0,0,0,10144,24,1623.11,FALSE,FALSE,236,Y,Y,Distribution Center,52.516667
1,0,0,0,0,0,0,0,1253,2,91.66,FALSE,FALSE,18,N,Y,Business/Commercial,28.65
0,0,0,0,0,3,0,0,3053,3,657.33,TRUE,FALSE,80,N,Y,Business/Commercial,53.816667
1,0,0,0,0,0,0,0,4129,5,835.79,FALSE,FALSE,47,Y,Y,Distribution Center,33.683333
0,0,0,0,0,1,0,0,733,1,194,FALSE,FALSE,95,Y,Y,Business/Commercial,35.85
5,0,0,0,0,0,0,0,14275,15,756.03,FALSE,FALSE,239,Y,Y,Business/Commercial,75.066667
1,0,0,0,0,0,0,0,2531,2,565.1,FALSE,FALSE,30,N,N,Shopping Mall/Strip Mall,103.416667
0,0,0,0,0,1,0,0,1038,1,207.43,FALSE,FALSE,60,Y,Y,Business/Commercial,31.033333
0,0,0,0,0,3,0,0,5204,6,569.96,FALSE,FALSE,196,Y,Y,Business/Commercial,49.216667
1,0,0,0,0,0,0,0,525,1,404.3,FALSE,FALSE,18,N,Y,Business/Commercial,15.2
0,0,0,0,0,5,0,0,13623,1,1296.93,FALSE,FALSE,180,Y,Y,Business/Commercial,86.7
1,0,0,0,0,0,0,0,884,1,431.44,FALSE,FALSE,20,Y,Y,Business/Commercial,22.083333
1,0,0,0,0,0,0,0,1038,1,378,FALSE,FALSE,46,Y,Y,Business/Commercial,25.316667
1,0,0,0,0,0,0,0,672,2,465.33,FALSE,FALSE,25,Y,N,Business/Commercial,30.083333
1,0,0,0,0,0,0,0,3194,1,414.36,FALSE,FALSE,32,Y,Y,Business/Commercial,26.016667
0,0,0,0,0,1,0,0,2055,1,309.84,FALSE,FALSE,58,Y,Y,Business/Commercial,44.45
1,0,0,0,0,0,0,0,1670,2,565.77,FALSE,FALSE,19,Y,Y,Business/Commercial,67.783333
1,0,0,0,0,0,0,0,755,1,304.7,FALSE,FALSE,192,N,Y,Business/Commercial,30.366667
1,0,0,0,0,0,0,0,1057,1,475.3,FALSE,FALSE,18,N,Y,Business/Commercial,31.033333
0,0,0,0,0,1,0,0,7831,6,507,FALSE,FALSE,125,Y,Y,Business/Commercial,17.833333
0,0,0,0,0,1,0,0,2025,2,241.5,FALSE,FALSE,49,Y,Y,Business/Commercial,32.766667
1,0,0,0,0,0,0,0,1037,1,471.93,FALSE,FALSE,19,Y,Y,Business/Commercial,34.866667
1,0,0,0,0,0,0,0,3247,2,350.11,FALSE,FALSE,11,Y,Y,Distribution Center,35.616667
1,0,0,0,0,0,0,0,1888,1,343.48,FALSE,FALSE,21,Y,Y,Business/Commercial,35.283333
1,0,0,0,0,0,0,0,1234,1,453.27,FALSE,FALSE,17,N,Y,Business/Commercial,22.616667
0,0,0,0,0,1,0,0,965,1,354.62,FALSE,FALSE,87,Y,Y,Business/Commercial,27.65
1,0,0,0,0,0,0,0,1134,1,307.26,FALSE,FALSE,31,Y,Y,Government Sites: Prison/Correction Facility,29.466667
0,0,0,0,0,1,0,0,1075,1,145.39,FALSE,FALSE,116,Y,Y,Business/Commercial,25.116667
1,0,0,0,0,0,0,0,1498,1,215.33,FALSE,FALSE,160,Y,Y,Distribution Center,42.1
0,0,0,0,0,1,0,0,3338,2,332.64,FALSE,FALSE,149,Y,Y,Business/Commercial,16.316667
1,0,0,0,0,0,0,0,1526,2,200.66,FALSE,FALSE,37,Y,N,Business/Commercial,33.6
2,0,0,0,0,0,0,0,8778,5,536.79,FALSE,FALSE,36,N,Y,Business/Commercial,37.95
1,0,0,0,0,0,0,0,2102,5,490.44,FALSE,FALSE,158,Y,Y,Business/Commercial,23.8
1,0,0,0,0,0,0,0,3016,1,467.55,FALSE,FALSE,24,Y,Y,Business/Commercial,24.433333
2,0,0,0,0,0,0,0,1152,2,279.54,FALSE,FALSE,161,Y,Y,Business/Commercial,48.633333
1,0,0,0,0,0,0,0,1898,2,572,FALSE,FALSE,28,Y,Y,Business/Commercial,55.416667
1,0,0,0,0,0,0,0,1213,1,345.11,FALSE,FALSE,8,N,Y,Business/Commercial,17.2
1,0,0,0,0,0,0,0,419,1,604.08,FALSE,FALSE,36,N,Y,Business/Commercial,35.133333
0,0,0,0,0,1,0,0,3143,1,213.5,TRUE,FALSE,36,Y,Y,Business/Commercial,43.266667
1,0,0,0,0,0,0,0,761,1,100.61,FALSE,FALSE,12,N,Y,Business/Commercial,23.183333
1,0,0,0,0,0,0,0,1261,1,294.44,FALSE,FALSE,38,Y,Y,Business/Commercial,23.133333
0,0,0,0,0,1,0,0,148,1,302,TRUE,FALSE,43,N,Y,Business/Commercial,23.033333
1,0,0,0,0,0,0,0,71,1,219.85,FALSE,FALSE,21,Y,N,Business/Commercial,12.583333
1,0,0,0,0,0,0,0,3782,5,511,FALSE,FALSE,136,N,Y,Business/Commercial,26.983333
1,0,0,0,0,0,0,0,238,1,520.07,FALSE,FALSE,13,Y,Y,Business/Commercial,17.666667
1,0,0,0,0,0,0,0,860,1,404.11,FALSE,FALSE,49,N,Y,Business/Commercial,16.416667
1,0,0,0,0,0,0,0,1056,1,444.08,FALSE,FALSE,19,N,N,Shopping Mall/Strip Mall,45.6
1,0,0,0,0,0,0,0,374,1,499.75,FALSE,FALSE,26,N,Y,Business/Commercial,33.566667
1,0,0,0,0,0,0,0,1692,2,529.44,FALSE,FALSE,71,Y,Y,Grocery Warehouse,35.383333
0,0,0,0,0,1,0,0,1938,1,391.83,FALSE,FALSE,87,Y,Y,Business/Commercial,33.483333
1,0,0,0,0,0,0,0,686,2,332.96,FALSE,FALSE,25,Y,Y,Distribution Center,18.033333
0,0,0,0,0,1,0,0,1994,1,360.01,FALSE,FALSE,72,Y,Y,Business/Commercial,30.333333
1,0,0,0,0,0,0,0,2154,1,252.44,FALSE,FALSE,19,Y,Y,Business/Commercial,33.416667
0,0,0,0,0,2,0,0,1879,2,228.81,FALSE,FALSE,60,N,Y,Business/Commercial,48.3
0,0,0,0,0,2,0,0,1375,2,380.25,FALSE,FALSE,64,Y,Y,Business/Commercial,35.216667
1,0,0,0,0,0,0,0,565,1,546.33,FALSE,FALSE,44,N,Y,Business/Commercial,37.65
0,0,0,0,0,1,0,0,4679,3,251,FALSE,FALSE,68,Y,Y,Business/Commercial,45.183333
1,0,0,0,0,0,0,0,3623,5,492.83,FALSE,FALSE,28,Y,Y,Distribution Center,42.283333
1,0,0,0,0,0,0,0,672,3,554.93,FALSE,FALSE,188,Y,Y,Business/Commercial,33.766667
1,0,0,0,0,0,0,0,14515,9,925.21,FALSE,FALSE,10,N,Y,Business/Commercial,58.333333
1,0,0,0,0,0,0,0,799,1,77.73,FALSE,FALSE,32,N,N,Shopping Mall/Strip Mall,29.116667
1,0,0,0,0,0,0,0,606,1,407.78,FALSE,FALSE,16,Y,N,Business/Commercial,27.65
1,0,0,0,0,0,0,0,976,1,390.15,FALSE,FALSE,16,N,N,Business/Commercial,24.15
1,0,0,0,0,0,0,0,1317,1,258.63,FALSE,FALSE,29,Y,N,Distribution Center,30.416667
1,0,0,0,0,0,0,0,1378,3,509.21,FALSE,FALSE,20,Y,Y,Business/Commercial,39.383333
0,0,0,0,0,1,0,0,8444,6,667.96,FALSE,FALSE,91,Y,Y,Business/Commercial,29.65
2,0,0,0,0,0,0,0,6821,4,258.34,TRUE,FALSE,33,Y,Y,Business/Commercial,29.666667
1,0,0,0,0,0,0,0,607,1,262.01,FALSE,FALSE,135,Y,Y,Business/Commercial,32.3
1,0,0,0,0,0,0,0,998,1,104.16,FALSE,FALSE,36,Y,Y,Business/Commercial,22.316667
1,0,0,0,0,0,0,0,1628,1,318.44,FALSE,FALSE,103,Y,Y,Business/Commercial,34.066667
0,0,0,0,0,4,0,0,1792,4,595.37,FALSE,FALSE,100,N,Y,Business/Commercial,37.516667
0,0,0,0,0,1,0,0,1057,1,200.5,FALSE,FALSE,42,Y,Y,Business/Commercial,13.833333
0,0,0,0,0,1,0,0,806,1,372,FALSE,FALSE,23,N,Y,Business/Commercial,24.516667
1,0,0,0,0,0,0,0,382,0,189.67,FALSE,FALSE,18,N,Y,Business/Commercial,14.4
0,0,0,0,0,1,0,0,107,0,496.22,FALSE,FALSE,81,N,Y,Business/Commercial,16.133333
2,0,0,0,0,0,0,0,4176,7,1138.05,FALSE,FALSE,49,Y,Y,Distribution Center,82.1
0,0,0,0,0,1,0,0,972,1,491.94,FALSE,FALSE,69,Y,Y,Business/Commercial,28.183333
1,0,0,0,0,0,0,0,1769,1,245.66,FALSE,FALSE,32,N,Y,Business/Commercial,40.416667
1,0,0,0,0,0,0,0,104,1,298.69,FALSE,FALSE,53,Y,Y,Business/Commercial,32.3
1,0,0,0,0,0,0,0,667,1,351.04,FALSE,FALSE,77,Y,Y,Business/Commercial,20.033333
1,0,0,0,0,0,0,0,244,1,177.33,FALSE,FALSE,21,N,Y,Business/Commercial,30.4
0,0,0,0,0,2,0,0,2548,2,548.38,FALSE,FALSE,133,Y,Y,Distribution Center,33.283333
1,0,0,0,0,0,0,0,337,0,474.05,FALSE,FALSE,27,N,Y,Business/Commercial,12.616667
4,0,0,0,0,0,0,0,14133,28,862.4,FALSE,FALSE,3357,Y,Y,Business/Commercial,48.716667
1,0,0,0,0,0,0,0,492,1,454.95,FALSE,FALSE,20,N,Y,Business/Commercial,32.883333
1,0,0,0,0,0,0,0,765,2,467.22,FALSE,FALSE,56,N,Y,Business/Commercial,17.166667
1,0,0,0,0,0,0,0,912,1,460.3,FALSE,FALSE,37,N,N,Shopping Mall/Strip Mall,27.1
1,0,0,0,0,0,0,0,1756,2,81.33,FALSE,FALSE,53,N,Y,Business/Commercial,33.25
1,0,0,0,0,0,0,0,741,1,202.5,FALSE,FALSE,27,N,Y,Business/Commercial,20.466667
2,0,0,0,0,0,0,0,1136,2,418.67,FALSE,FALSE,42,N,Y,Business/Commercial,22.133333
1,0,0,0,0,0,0,0,1175,1,332.22,FALSE,FALSE,34,N,Y,Business/Commercial,35.4
1,0,0,0,0,0,0,0,1448,2,497.44,FALSE,FALSE,34,Y,Y,Business/Commercial,52.35
0,0,0,0,0,3,0,0,1299,3,568.55,FALSE,FALSE,144,Y,Y,Business/Commercial,33.516667
2,0,0,0,0,0,0,0,5393,5,451.97,FALSE,FALSE,180,Y,Y,Business/Commercial,36.166667
0,0,0,0,0,1,0,0,366,1,316.47,FALSE,FALSE,78,Y,Y,Grocery Warehouse,33.1
0,0,0,0,0,1,0,0,1090,1,293.38,FALSE,FALSE,54,Y,Y,Business/Commercial,33.116667
0,0,0,0,0,2,0,0,1819,4,360.02,FALSE,FALSE,74,Y,Y,Government Sites: Prison/Correction Facility,25.733333
5,0,0,0,0,0,0,0,6920,16,1235.36,FALSE,FALSE,136,Y,Y,Business/Commercial,56.233333
0,0,0,0,0,1,0,0,1116,1,174.83,FALSE,FALSE,48,Y,Y,Business/Commercial,19.7
0,0,0,0,0,1,0,0,818,1,327.18,FALSE,FALSE,163,Y,Y,Distribution Center,20.2
1,0,0,0,0,0,0,0,1770,1,196.71,FALSE,FALSE,71,Y,Y,Distribution Center,31
1,0,0,0,0,0,0,0,3940,3,397.41,FALSE,FALSE,16,Y,N,Business/Commercial,42.65
3,0,0,0,0,0,0,0,1696,2,327.77,FALSE,FALSE,67,Y,Y,Business/Commercial,19.816667
0,0,0,0,0,1,0,0,13412,9,242.49,FALSE,FALSE,149,Y,Y,Business/Commercial,38.2
0,0,0,0,0,4,0,0,1393,4,511.68,FALSE,FALSE,180,Y,Y,Business/Commercial,38
0,0,0,0,0,1,0,0,687,1,407.77,FALSE,FALSE,9,Y,Y,Distribution Center,40.183333
0,0,0,0,0,1,0,0,2111,1,213.83,FALSE,FALSE,77,N,Y,Distribution Center,26.966667
1,0,0,0,0,0,0,0,1083,1,142.27,FALSE,FALSE,21,N,Y,Business/Commercial,34.95
0,0,0,0,0,1,0,0,6418,4,719.29,FALSE,FALSE,40,N,Y,Business/Commercial,38.533333
2,0,0,0,0,0,0,0,1715,6,273.69,FALSE,FALSE,131,Y,Y,Business/Commercial,22.2
1,0,0,0,0,0,0,0,482,1,449.66,FALSE,FALSE,24,Y,Y,Distribution Center,29.066667
0,0,0,0,0,1,0,0,506,1,444.11,FALSE,FALSE,56,N,Y,Business/Commercial,19.466667
1,0,0,0,0,0,0,0,785,2,570.83,FALSE,FALSE,42,N,Y,Business/Commercial,47.15
0,0,0,0,0,1,0,0,1392,1,468.55,FALSE,FALSE,26,Y,Y,Business/Commercial,24.033333
0,0,0,0,0,4,0,0,33898,20,1906.48,FALSE,FALSE,210,Y,Y,Business/Commercial,46.516667
0,0,0,0,0,1,0,0,809,1,435.22,FALSE,FALSE,38,Y,Y,Business/Commercial,20
0,0,0,0,0,1,0,0,681,1,254.39,FALSE,FALSE,29,N,Y,Business/Commercial,35.366667
1,0,0,0,0,0,0,0,987,1,465.43,FALSE,FALSE,15,N,Y,Business/Commercial,31.5
0,0,0,0,0,2,0,0,744,2,141.4,FALSE,FALSE,35,Y,Y,Business/Commercial,42.2
0,0,0,0,0,2,0,0,4167,5,703.83,FALSE,FALSE,49,Y,N,Business/Commercial,27.933333
0,0,0,0,0,3,0,0,4825,25,1477.3,FALSE,FALSE,266,Y,Y,Distribution Center,43.966667
0,0,0,0,0,13,0,0,13598,20,938.48,FALSE,FALSE,283,Y,Y,Distribution Center,55.55
0,0,0,0,0,4,0,0,658,3,428.99,FALSE,FALSE,78,Y,Y,Business/Commercial,50.783333
0,0,0,0,0,1,0,0,1511,1,337.86,FALSE,FALSE,26,N,Y,Business/Commercial,16.316667
1,0,0,0,0,0,0,0,2224,1,368.73,FALSE,FALSE,30,N,Y,Business/Commercial,31.3
1,0,0,0,0,0,0,0,1415,1,602,FALSE,FALSE,11,N,Y,Distribution Center,37.683333
2,0,0,0,0,0,0,0,6042,8,870.1,FALSE,FALSE,50,Y,N,Grocery Warehouse,71.666667
0,0,0,0,0,4,0,0,4759,7,447.43,FALSE,FALSE,44,Y,Y,Distribution Center,36.466667
0,0,0,0,0,1,0,0,2118,1,282.88,TRUE,FALSE,34,Y,Y,Business/Commercial,60
0,0,0,0,0,1,0,0,1378,1,134.11,FALSE,FALSE,100,N,Y,Business/Commercial,32
1,0,0,0,0,0,0,0,348,1,77.58,FALSE,FALSE,33,N,Y,Business/Commercial,37.35
2,0,0,0,0,0,0,0,5897,9,507.84,FALSE,FALSE,77,N,Y,Business/Commercial,50.266667
1,0,0,0,0,0,0,0,1175,1,457.12,FALSE,FALSE,59,N,Y,Business/Commercial,26
0,0,0,0,0,1,0,0,1019,1,352,FALSE,FALSE,33,N,Y,Business/Commercial,13.333333
1,0,0,0,0,0,0,0,436,1,518.55,FALSE,FALSE,9,Y,Y,Business/Commercial,15.65
1,0,0,0,0,0,0,0,1710,1,255.72,FALSE,FALSE,11,N,N,Business/Commercial,32.133333
2,0,0,0,0,0,0,0,1451,2,377.59,FALSE,FALSE,39,N,Y,Business/Commercial,26.8
1,0,0,0,0,0,0,0,535,1,92.87,FALSE,FALSE,102,Y,Y,Business/Commercial,19.1
2,0,0,0,0,0,0,0,13997,13,405.12,FALSE,FALSE,150,Y,Y,Business/Commercial,44.383333
0,0,0,0,0,2,0,0,3427,7,116.66,FALSE,FALSE,79,Y,Y,Business/Commercial,38.1
1,0,0,0,0,0,0,0,4110,3,170.62,FALSE,FALSE,23,Y,N,Business/Commercial,32.666667
1,0,0,0,0,0,0,0,597,1,373.44,FALSE,FALSE,12,N,Y,Construction/Utility Sites: Construction Site,35.1
0,0,0,0,0,1,0,0,13319,6,482.56,FALSE,FALSE,85,N,Y,Business/Commercial,51.35
0,0,0,0,0,1,0,0,1377,1,136.62,FALSE,FALSE,82,Y,Y,Business/Commercial,52.766667
0,0,0,0,0,1,0,0,578,1,548.43,FALSE,FALSE,16,Y,Y,Business/Commercial,30.2
1,0,0,0,0,0,0,0,2983,5,479.02,FALSE,FALSE,37,Y,Y,Business/Commercial,34.05
1,0,0,0,0,0,0,0,1134,1,416.25,TRUE,FALSE,10,N,N,Business/Commercial,29.633333
3,0,0,0,0,0,0,0,3131,3,364.18,FALSE,FALSE,48,N,Y,Construction/Utility Sites: Construction Site,75.566667
1,0,0,0,0,0,0,0,539,0,559,FALSE,FALSE,11,Y,Y,Business/Commercial,19.933333
0,0,0,0,0,2,0,0,5342,2,377.74,FALSE,FALSE,606,Y,Y,Business/Commercial,217.166667
1,0,0,0,0,0,0,0,1106,2,203.84,FALSE,FALSE,16,Y,Y,Business/Commercial,16.366667
0,0,0,0,0,3,0,0,15093,8,897.92,FALSE,FALSE,62,Y,Y,Distribution Center,89.416667
1,0,0,0,0,0,0,0,1781,3,449.09,FALSE,FALSE,16,N,Y,Business/Commercial,41.916667
0,0,0,0,0,1,0,0,1303,4,352.33,FALSE,FALSE,24,N,Y,Business/Commercial,19.166667
1,0,0,0,0,1,0,0,8478,5,555.09,FALSE,FALSE,93,Y,Y,Business/Commercial,48.366667
0,0,0,0,0,1,0,0,364,1,354.88,FALSE,FALSE,47,Y,Y,Business/Commercial,37.05
4,0,0,0,0,0,0,0,27798,26,1423.17,FALSE,FALSE,170,Y,Y,Distribution Center,74.816667
0,0,0,0,0,3,0,0,19556,25,2403.29,FALSE,FALSE,141,Y,Y,Business/Commercial,49.916667
0,0,0,0,0,5,0,0,14832,15,449.26,FALSE,FALSE,166,Y,Y,Distribution Center,49.1
0,0,0,0,0,1,0,0,819,1,465.9,FALSE,FALSE,73,Y,Y,Business/Commercial,31.183333
1,0,0,0,0,0,0,0,5304,2,291.22,FALSE,FALSE,29,Y,Y,Business/Commercial,31.266667
1,0,0,0,0,0,0,0,1665,4,427.55,FALSE,FALSE,8,U,Y,U,40.116667
1,0,0,0,0,0,0,0,591,1,224.75,FALSE,FALSE,13,N,N,Business/Commercial,39.433333
1,0,0,0,0,0,0,0,3421,1,341.29,FALSE,FALSE,79,N,Y,Business/Commercial,17.95
3,0,0,0,0,0,0,0,21002,19,1426.3,FALSE,FALSE,153,Y,Y,Business/Commercial,106.816667
2,0,0,0,0,0,0,0,946,2,110.96,FALSE,FALSE,16,N,N,Business/Commercial,20.366667
0,0,0,0,0,1,0,0,908,1,59.72,FALSE,FALSE,19,Y,N,Business/Commercial,23.183333
1,0,0,0,0,0,0,0,940,1,166.68,FALSE,FALSE,16,Y,Y,Business/Commercial,21.45
0,0,0,0,0,3,0,0,1231,1,775.79,FALSE,FALSE,123,Y,Y,Business/Commercial,25.25
